source,text,cleaned_text,created_at,retweet_count,favorite_count,is_retweet,id_str,hashtag,mention,hashtag_count,mention_count,word_count,char_count,word_density,punctuation_freq,upper_case_freq,neg_sentiment,neu_sentiment,pos_sentiment,compound_sentiment,created_date,created_time,passed_closing,market_date,^GSPC,^IXIC,VGT
Twitter for iPhone,RT @GreggJarrett: Hunter Biden Report Bombshell: Biden Was Briefed About Son Caused Problems In Obama White House https://t.co/rh2yGEa3my,hunter biden report bombshell biden brief son cause problems obama white house,2020-10-01 17:16:12,13542,0,True,1311776954840870912,[],[],0,0,20,116,5.8,0.15,0.05,0.162,0.838,0.0,-0.4019,2020-10-01,17:16:12,1,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,RT @GreggJarrett: BLOOMBERG’S BIG POCKETS: Florida AG requests FBI probe into ex-con donations https://t.co/Q4FGWTf2VH,bloombergs big pocket florida ag request fbi probe ex con donations,2020-10-01 17:17:13,5925,0,True,1311777211024764928,[],[],0,0,16,96,6.0,0.25,0.375,0.0,1.0,0.0,0.0,2020-10-01,17:17:13,1,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,RT @GreggJarrett: Extortion Bribery and Sex Trafficking: The Truth about Hunter Biden https://t.co/ViCl57XKYB,extortion bribery sex traffic truth hunter biden,2020-10-01 17:17:42,11727,0,True,1311777333502566400,[],[],0,0,15,88,5.866666666666666,0.2,0.06666666666666667,0.0,0.753,0.247,0.3182,2020-10-01,17:17:42,1,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,RT @GreggJarrett: Michael Moore Chastises Biden For Only Visiting ‘White Michigan’ Avoiding ‘Black Michigan’ https://t.co/0Id8qGewQZ,michael moore chastise biden visit white michigan avoid black michigan,2020-10-01 17:19:09,4743,0,True,1311777695961812992,[],[],0,0,16,106,6.625,0.125,0.0625,0.338,0.662,0.0,-0.6249,2020-10-01,17:19:09,1,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,RT @jsolomonReports: Breaking: Senate report slams Bidens for conflicts of interest flags possible criminal activity. GOP-led investigatio…,break senate report slam bidens conflict interest flag possible criminal activity gop lead investigatio,2020-10-01 17:19:22,29696,0,True,1311777753046237185,[],[],0,0,21,142,6.761904761904762,0.23809523809523808,0.047619047619047616,0.316,0.526,0.158,-0.4588,2020-10-01,17:19:22,1,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,RT @KDORR_USA: Americans across the country have zero confidence in Biden’s ability to handle the economy.That’s why families like Janell…,usa americans across country zero confidence bidens ability handle economy thats families like janell,2020-10-01 17:22:06,7797,0,True,1311778439200870400,[],[],0,0,22,137,6.2272727272727275,0.18181818181818182,0.09090909090909091,0.0,0.552,0.448,0.7964,2020-10-01,17:22:06,1,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,RT @KDORR_USA: Yikes!! Stay ‘till the end!  https://t.co/3eLJwcHJgh,usa yikes stay till end,2020-10-01 17:22:48,9289,0,True,1311778616041074688,[],[],0,0,12,46,3.8333333333333335,0.5,0.16666666666666666,0.0,1.0,0.0,0.0,2020-10-01,17:22:48,1,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,Thank you! https://t.co/dheOB0YlFz,thank,2020-10-01 17:24:35,14530,47620,False,1311779066668703744,[],[],0,0,3,11,3.6666666666666665,0.3333333333333333,0.0,0.0,0.0,1.0,0.4199,2020-10-01,17:24:35,1,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,RT @JackPosobiec: American citizens just held a march for Trump in Jerusalem from the Embassy to the Old City https://t.co/WekQ8BKSdI,american citizens hold march trump jerusalem embassy old city,2020-10-01 17:28:39,8136,0,True,1311780087914663936,[],[],0,0,21,111,5.285714285714286,0.09523809523809523,0.047619047619047616,0.0,1.0,0.0,0.0,2020-10-01,17:28:39,1,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,"RT @RJC: ""Starting Thursday the ads — one attacking @JoeBiden and the other promoting @realDonaldTrump — will run in Miami-Dade Broward…",start thursday ads one attack promote run miami dade broward,2020-10-01 17:29:21,5240,0,True,1311780266743001088,[],"['@JoeBiden', '@realDonaldTrump']",0,2,24,137,5.708333333333333,0.2916666666666667,0.08333333333333333,0.222,0.593,0.185,-0.128,2020-10-01,17:29:21,1,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,RT @RubinReport: Wow this is Chris Wallace asking Trump the same question in 2016.Any “journalists” wanna share this? https://t.co/mEg…,wow chris wallace ask trump question journalists wan na share,2020-10-01 17:31:51,66381,0,True,1311780894223425537,[],[],0,0,22,119,5.409090909090909,0.18181818181818182,0.045454545454545456,0.0,0.6,0.4,0.7184,2020-10-01,17:31:51,1,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,RT @PastorDScott: President @realDonaldTrump HAD to “interrupt” (Challenge) Joe Bidens lies (green new deal etc) because the person who wa…,president interrupt challenge joe bidens lie green new deal etc person wa,2020-10-01 17:32:35,12878,0,True,1311781077581668353,[],['@realDonaldTrump'],0,1,27,143,5.296296296296297,0.25925925925925924,0.07407407407407407,0.315,0.606,0.079,-0.5994,2020-10-01,17:32:35,1,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,RT @PastorDScott: If Trump had said Antifa is “Just an Idea” there would have been a national uproar!!!,trump say antifa idea would national uproar,2020-10-01 17:32:54,8580,0,True,1311781157789331456,[],[],0,0,23,106,4.608695652173913,0.21739130434782608,0.043478260869565216,0.0,1.0,0.0,0.0,2020-10-01,17:32:54,1,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,RT @PastorDScott: White Supremacy question! https://t.co/49i45oOhec,white supremacy question,2020-10-01 17:33:01,3741,0,True,1311781187812093952,[],[],0,0,8,46,5.75,0.375,0.125,0.0,0.573,0.427,0.126,2020-10-01,17:33:01,1,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,RT @PastorDScott: The left wants to cancel the rest of the debates. That shows who they think won.,leave want cancel rest debate show think,2020-10-01 17:34:12,7982,0,True,1311781486945693696,[],[],0,0,22,102,4.636363636363637,0.18181818181818182,0.045454545454545456,0.2,0.8,0.0,-0.25,2020-10-01,17:34:12,1,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,RT @DavidJHarrisJr: Anyone else tired of the lies? Chris Wallace of @foxnewssunday should be ashamed of himself! RT so America knows th…,anyone else tire lie chris wallace ashamed america know th,2020-10-01 17:35:04,14630,0,True,1311781705397592064,[],['@foxnewssunday'],0,1,27,140,5.185185185185185,0.18518518518518517,0.07407407407407407,0.565,0.435,0.0,-0.8439,2020-10-01,17:35:04,1,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,RT @DavidJHarrisJr: These are her own constituents.https://t.co/Y4i7xa6btF,constituents,2020-10-01 17:35:18,9951,0,True,1311781760238141440,[],[],0,0,10,54,5.4,0.3,0.1,0.0,1.0,0.0,0.0,2020-10-01,17:35:18,1,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,RT @DavidJHarrisJr: Another black dem endorses President Trump! https://t.co/hx7K5PmyWZ,another black dem endorse president trump,2020-10-01 17:35:55,9901,0,True,1311781916106842113,[],[],0,0,11,66,6.0,0.2727272727272727,0.09090909090909091,0.0,0.65,0.35,0.4003,2020-10-01,17:35:55,1,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,Will be interviewed tonight by @seanhannity at 9:00. Enjoy!@FoxNews,interview tonight enjoy,2020-10-01 17:51:12,18938,119345,False,1311785763579797506,[],"['@seanhannity', '@FoxNews']",0,2,14,72,5.142857142857143,0.35714285714285715,0.0,0.0,0.462,0.538,0.5411,2020-10-01,17:51:12,1,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,RT @JackPosobiec: “Just an idea” https://t.co/nPfKdSY6HU,idea,2020-10-01 17:51:51,14077,0,True,1311785928088793091,[],[],0,0,7,32,4.571428571428571,0.2857142857142857,0.14285714285714285,0.0,1.0,0.0,0.0,2020-10-01,17:51:51,1,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,RT @JackPosobiec: So true,true,2020-10-01 17:52:29,7756,0,True,1311786087602421762,[],[],0,0,6,27,4.5,0.3333333333333333,0.16666666666666666,0.0,0.244,0.756,0.4754,2020-10-01,17:52:29,1,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,RT @ColumbiaBugle: Donald Trump was not elected to be “nice” or “polite” to the enemies of the American people.,donald trump not elect nice polite enemies american people,2020-10-01 17:52:49,14092,0,True,1311786168883843072,[],[],0,0,22,110,5.0,0.13636363636363635,0.045454545454545456,0.441,0.559,0.0,-0.6738,2020-10-01,17:52:49,1,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,I will be overturning this ridiculous order immediately! https://t.co/sFIX5Y667v,overturn ridiculous order immediately,2020-10-01 17:57:21,25863,102215,False,1311787312980930561,[],[],0,0,9,57,6.333333333333333,0.1111111111111111,0.1111111111111111,0.482,0.518,0.0,-0.4199,2020-10-01,17:57:21,1,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,"RT @nedryun: ""The riots were never a popular uprising; rather they were always the work of elite Democrats: That is state and local Democ…",riot never popular uprise rather always work elite democrats state local democ,2020-10-01 18:11:46,7937,0,True,1311790940311482368,[],[],0,0,29,143,4.931034482758621,0.20689655172413793,0.034482758620689655,0.302,0.698,0.0,-0.684,2020-10-01,18:11:46,1,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,RT @JaniceDean: Since #andrewcuomo is trending on @Twitter here’s my story and why I think he’s the worst governor the state of New York ha…,since andrewcuomo trend heres story think hes worst governor state new york ha,2020-10-01 18:15:32,21425,0,True,1311791885770518529,['#andrewcuomo'],['@Twitter'],1,1,29,141,4.862068965517241,0.13793103448275862,0.06896551724137931,0.234,0.629,0.137,-0.4019,2020-10-01,18:15:32,1,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,RT @EddieZipperer: .@AriFleischer is 100% correct about the debate. Here's a video of the first three interruptions and they're all Biden…,correct debate video first three interruptions biden,2020-10-01 18:18:10,21938,0,True,1311792549879783428,[],['@AriFleischer'],0,1,29,145,5.0,0.27586206896551724,0.034482758620689655,0.231,0.769,0.0,-0.4019,2020-10-01,18:18:10,1,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,RT @bdomenech: In this interview Chris Wallace claimed the President was the first to interrupt. That is definitively false just like his…,interview chris wallace claim president first interrupt definitively false like,2020-10-01 18:18:35,9804,0,True,1311792656847122432,[],[],0,0,25,140,5.6,0.12,0.04,0.161,0.671,0.168,0.0258,2020-10-01,18:18:35,1,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,RT @BuckSexton: It’s obvious that the media’s plan is to bury us all in an avalanche of lies and lunatic conspiracy theories in the hopes t…,obvious medias plan bury us avalanche lie lunatic conspiracy theories hop,2020-10-01 18:20:36,9064,0,True,1311793162822746114,[],[],0,0,28,139,4.964285714285714,0.07142857142857142,0.03571428571428571,0.465,0.396,0.139,-0.765,2020-10-01,18:20:36,1,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,I’m used to it! https://t.co/HYmS2s4gEK,im use,2020-10-01 18:22:43,18999,94640,False,1311793693763014656,[],[],0,0,5,15,3.0,0.2,0.0,0.0,1.0,0.0,0.0,2020-10-01,18:22:43,1,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,RT @Equis36: @SteveScully The next presidential debate moderator is a Never TRUMPER. In his own words.  Can he be impartial?  I think not.,next presidential debate moderator never trumper word impartial think not,2020-10-01 18:23:01,9014,0,True,1311793769612795905,[],['@SteveScully'],0,1,30,143,4.766666666666667,0.23333333333333334,0.1,0.0,1.0,0.0,0.0,2020-10-01,18:23:01,1,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,RT @joshdcaplan: CBS NEWS: Facebook removes 216 Trump ads about Biden coronavirus and refugees,cbs news facebook remove trump ads biden coronavirus refugees,2020-10-01 18:23:22,28932,0,True,1311793858364215303,[],[],0,0,17,97,5.705882352941177,0.17647058823529413,0.17647058823529413,0.0,1.0,0.0,0.0,2020-10-01,18:23:22,1,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,RT @seanmdav: Critical Race Theory Is A Classic Communist Divide-And-Conquer Tactic https://t.co/pLFn96Z5GZ,critical race theory classic communist divide conquer tactic,2020-10-01 18:24:11,13343,0,True,1311794066003243008,[],[],0,0,13,85,6.538461538461538,0.3076923076923077,0.15384615384615385,0.247,0.753,0.0,-0.3182,2020-10-01,18:24:11,1,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,RT @MaryVought: Trump poll watcher kicked out of election office in Philly.The office just so happens to be run by the Center for Tech an…,trump poll watcher kick election office philly office happen run center tech,2020-10-01 18:27:18,16697,0,True,1311794848622678017,[],[],0,0,27,139,5.148148148148148,0.1111111111111111,0.037037037037037035,0.0,1.0,0.0,0.0,2020-10-01,18:27:18,1,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,RT @gregkellyusa: White House Correspondents 9 out of 10 of them are shallow and silly—-with Zero historical sense.  They are outclassed…,white house correspondents shallow silly zero historical sense outclass,2020-10-01 18:27:55,14472,0,True,1311795005107953670,[],[],0,0,24,137,5.708333333333333,0.16666666666666666,0.041666666666666664,0.0,1.0,0.0,0.0,2020-10-01,18:27:55,1,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,https://t.co/raNjVHaCOE,,2020-10-01 19:06:34,20652,89583,False,1311804730226675718,[],[],0,0,0,0,,,,0.0,0.0,0.0,0.0,2020-10-01,19:06:34,1,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,https://t.co/VHNdE0OLaV,,2020-10-01 19:06:49,13673,63255,False,1311804792600227841,[],[],0,0,0,0,,,,0.0,0.0,0.0,0.0,2020-10-01,19:06:49,1,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,https://t.co/KIFQOAzeUw,,2020-10-01 19:15:07,29908,152860,False,1311806882210865152,[],[],0,0,0,0,,,,0.0,0.0,0.0,0.0,2020-10-01,19:15:07,1,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,RT @realDonaldTrump: Will be interviewed tonight by @seanhannity at 9:00. Enjoy!@FoxNews,interview tonight enjoy,2020-10-01 19:16:15,18938,0,True,1311807166538551299,[],"['@seanhannity', '@FoxNews']",0,2,18,95,5.277777777777778,0.3888888888888889,0.05555555555555555,0.0,0.462,0.538,0.5411,2020-10-01,19:16:15,1,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,Hope Hicks who has been working so hard without even taking a small break has just tested positive for Covid 19. Terrible! The First Lady and I are waiting for our test results. In the meantime we will begin our quarantine process!,hope hicks work hard without even take small break test positive covid terrible first lady wait test result meantime begin quarantine process,2020-10-01 22:44:21,48839,317874,False,1311859538279239686,[],[],0,0,46,235,5.108695652173913,0.08695652173913043,0.021739130434782608,0.142,0.633,0.224,0.555,2020-10-01,22:44:21,1,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,Tonight @FLOTUS and I tested positive for COVID-19. We will begin our quarantine and recovery process immediately. We will get through this TOGETHER!,tonight test positive covid begin quarantine recovery process immediately get together,2020-10-02 00:54:06,414644,1884649,False,1311892190680014849,[],['@FLOTUS'],0,1,27,153,5.666666666666667,0.18518518518518517,0.14814814814814814,0.0,0.755,0.245,0.5983,2020-10-02,00:54:06,0,2020-10-02,-0.009623812866370861,-0.022453895648064447,-0.023292613267413758
Twitter for iPhone,https://t.co/B4H105KVSs,,2020-10-02 18:31:56,131663,763782,False,1312158400352972800,[],[],0,0,0,0,,,,0.0,0.0,0.0,0.0,2020-10-02,18:31:56,1,2020-10-05,0.017813109002900934,0.022981762622676614,0.022467805953635744
Twitter for iPhone,Going welI I think! Thank you to all. LOVE!!!,go weli think thank love,2020-10-02 23:31:34,140499,1225677,False,1312233807991496704,[],[],0,0,14,50,3.5714285714285716,0.35714285714285715,0.14285714285714285,0.0,0.259,0.741,0.8625,2020-10-02,23:31:34,1,2020-10-05,0.017813109002900934,0.022981762622676614,0.022467805953635744
Twitter for iPhone,Doctors Nurses and ALL at the GREAT Walter Reed Medical Center and others from likewise incredible institutions who have joined them are AMAZING!!!Tremendous progress has been made over the last 6 months in fighting this PLAGUE. With their help I am feeling well!,doctor nurse great walter reed medical center others likewise incredible institutions join amaze tremendous progress make last months fight plague help feel well,2020-10-03 13:19:38,100798,653080,False,1312442195509563392,[],[],0,0,49,269,5.489795918367347,0.10204081632653061,0.10204081632653061,0.062,0.448,0.489,0.9526,2020-10-03,13:19:38,0,2020-10-05,0.017813109002900934,0.022981762622676614,0.022467805953635744
Twitter for iPhone,OUR GREAT USA WANTS &amp; NEEDS STIMULUS. WORK TOGETHER AND GET IT DONE. Thank you!,great usa want amp need stimulus work together get do thank,2020-10-03 13:46:48,93941,653132,False,1312449034154504192,[],[],0,0,20,88,4.4,0.25,0.6,0.0,0.611,0.389,0.8236,2020-10-03,13:46:48,0,2020-10-05,0.017813109002900934,0.022981762622676614,0.022467805953635744
Twitter Media Studio,https://t.co/gvIPuYtTZG,,2020-10-03 18:51:58,146579,718920,False,1312525833505058816,[],[],0,0,0,0,,,,0.0,0.0,0.0,0.0,2020-10-03,18:51:58,1,2020-10-05,0.017813109002900934,0.022981762622676614,0.022467805953635744
Twitter for iPhone,Thank you so much! https://t.co/UL6P5lRjZI,thank much,2020-10-04 07:18:41,64623,370151,False,1312713748398866432,[],[],0,0,5,19,3.8,0.2,0.0,0.0,0.264,0.736,0.4199,2020-10-04,07:18:41,0,2020-10-05,0.017813109002900934,0.022981762622676614,0.022467805953635744
Twitter for iPhone,RT @BlackVoices4DJT: President @realDonaldTrump's Platinum Plan is designed to bring opportunity security fairness and prosperity to Blac…,president platinum plan design bring opportunity security fairness prosperity blac,2020-10-04 07:58:36,25461,0,True,1312723795845828608,[],['@realDonaldTrump'],0,1,21,141,6.714285714285714,0.19047619047619047,0.047619047619047616,0.0,0.634,0.366,0.6369,2020-10-04,07:58:36,0,2020-10-05,0.017813109002900934,0.022981762622676614,0.022467805953635744
Twitter for iPhone,RT @DiamondandSilk: .@realDonaldTrump we want to say Thank you for being the best President ever.  Thank you for being our voice and Thank…,want say thank best president ever thank voice thank,2020-10-04 08:00:15,48269,0,True,1312724210746306563,[],['@realDonaldTrump'],0,1,28,142,5.071428571428571,0.17857142857142858,0.03571428571428571,0.0,0.235,0.765,0.9001,2020-10-04,08:00:15,0,2020-10-05,0.017813109002900934,0.022981762622676614,0.022467805953635744
Twitter for iPhone,RT @RedState: Ouch! Three Astronauts Endorse AZ's GOP Senator Over Her Astronaut Senate Challenger  https://t.co/xFDcONhL0Y,ouch three astronauts endorse az gop senator astronaut senate challenger,2020-10-04 08:05:13,18003,0,True,1312725461139587073,[],[],0,0,18,102,5.666666666666667,0.2222222222222222,0.16666666666666666,0.0,0.729,0.271,0.4753,2020-10-04,08:05:13,0,2020-10-05,0.017813109002900934,0.022981762622676614,0.022467805953635744
Twitter for iPhone,RT @RepAndyBiggsAZ: Many of us in #AZ05 are praying for President @realDonaldTrump as he battles COVID-19. He’s looking and sounding very g…,many us az pray president battle covid hes look sound g,2020-10-04 11:00:36,15396,0,True,1312769595326042113,['#AZ05'],['@realDonaldTrump'],1,1,27,143,5.296296296296297,0.2222222222222222,0.1111111111111111,0.198,0.611,0.191,-0.0258,2020-10-04,11:00:36,0,2020-10-05,0.017813109002900934,0.022981762622676614,0.022467805953635744
Twitter for iPhone,https://t.co/gsFSghkmdM,,2020-10-04 14:37:09,33672,162895,False,1312824094677663745,[],[],0,0,0,0,,,,0.0,0.0,0.0,0.0,2020-10-04,14:37:09,0,2020-10-05,0.017813109002900934,0.022981762622676614,0.022467805953635744
Twitter for iPhone,I really appreciate all of the fans and supporters outside of the hospital. The fact is they really love our Country and are seeing how we are MAKING IT GREATER THAN EVER BEFORE!,really appreciate fan supporters outside hospital fact really love country see make greater ever,2020-10-04 15:51:14,91376,602337,False,1312842736563879936,[],[],0,0,35,180,5.142857142857143,0.05714285714285714,0.2,0.0,0.497,0.503,0.9346,2020-10-04,15:51:14,0,2020-10-05,0.017813109002900934,0.022981762622676614,0.022467805953635744
Twitter for iPhone,https://t.co/8xHPsM2N3B,,2020-10-04 16:02:01,40720,181462,False,1312845448697262084,[],[],0,0,0,0,,,,0.0,0.0,0.0,0.0,2020-10-04,16:02:01,1,2020-10-05,0.017813109002900934,0.022981762622676614,0.022467805953635744
Twitter for iPhone,https://t.co/0Bm9W2u1x7,,2020-10-04 17:16:39,103263,509039,False,1312864232711520257,[],[],0,0,0,0,,,,0.0,0.0,0.0,0.0,2020-10-04,17:16:39,1,2020-10-05,0.017813109002900934,0.022981762622676614,0.022467805953635744
Twitter for iPhone,“I’m voting for Donald Trump. My father is a Union Worker and his 401K has tripled under President Trump.” USA Voter. @foxandfriends  Thank you and remember that the Stock Market is getting ready to break its all time high. NEXT YEAR WILL BE THE BEST EVER. VOTE VOTE VOTE!!!!!,im vote donald trump father union worker k triple president trump usa voter thank remember stock market get ready break time high next year best ever vote vote vote,2020-10-05 06:19:05,36523,185497,False,1313061137366298625,[],['@foxandfriends'],0,1,60,283,4.716666666666667,0.18333333333333332,0.2,0.0,0.723,0.277,0.9022,2020-10-05,06:19:05,0,2020-10-05,0.017813109002900934,0.022981762622676614,0.022467805953635744
Twitter for iPhone,IF YOU WANT A MASSIVE TAX INCREASE THE BIGGEST IN THE HISTORY OF OUR COUNTRY (AND ONE THAT WILL SHUT OUR ECONOMY AND JOBS DOWN) VOTE DEMOCRAT!!!,want massive tax increase biggest history country one shut economy job vote democrat,2020-10-05 06:30:25,54358,271839,False,1313063990797504512,[],[],0,0,32,149,4.65625,0.15625,0.84375,0.0,0.843,0.157,0.5386,2020-10-05,06:30:25,0,2020-10-05,0.017813109002900934,0.022981762622676614,0.022467805953635744
